cpe_id_pk,cpe_version,part,vendor,product,version,update,edition,sw_edition,target_sw,target_hw,language,other,initial_cpe
911,2.3,o,microsoft,windows_xp,-,sp3,,,tablet_pc,,x86,,cpe:2.3:o:microsoft:windows_xp:-:sp3:*:*:tablet_pc:*:x86:*
912,2.3,o,microsoft,windows_xp,-,sp3,embedded,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp3:embedded:*:*:*:*:*
913,2.3,o,microsoft,windows_xp,-,sp3,home,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp3:home:*:*:*:*:*
914,2.3,o,microsoft,windows_xp,-,sp3,media_center,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp3:media_center:*:*:*:*:*
915,2.3,o,microsoft,windows_xp,-,sp3,professional,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp3:professional:*:*:*:*:*
916,2.3,o,microsoft,windows_xp,-,sp3,tablet_pc,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp3:tablet_pc:*:*:*:*:*
917,2.3,o,microsoft,windows_xp,-,sp3,x86,,,,,,cpe:2.3:o:microsoft:windows_xp:-:sp3:x86:*:*:*:*:*
918,2.3,o,microsoft,windows_server_2003,-,,,,,,,,cpe:2.3:o:microsoft:windows_server_2003:-:*:*:*:*:*:*:*
919,2.3,o,microsoft,windows_server_2003,-,,,,,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:*:*:*:*:*:itanium:*
920,2.3,o,microsoft,windows_server_2003,-,,,,,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:*:*:*:*:*:x64:*
921,2.3,o,microsoft,windows_server_2003,-,,,,web,,,,cpe:2.3:o:microsoft:windows_server_2003:-:*:*:*:web:*:*:*
922,2.3,o,microsoft,windows_server_2003,-,,x64,,,,,,cpe:2.3:o:microsoft:windows_server_2003:-:*:x64:*:*:*:*:*
923,2.3,o,microsoft,windows_server_2003,-,-,,,compute_cluster,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:compute_cluster:*:itanium:*
924,2.3,o,microsoft,windows_server_2003,-,-,,,compute_cluster,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:compute_cluster:*:x64:*
925,2.3,o,microsoft,windows_server_2003,-,-,,,compute_cluster,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:compute_cluster:*:x86:*
926,2.3,o,microsoft,windows_server_2003,-,-,,,datacenter,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:datacenter:*:itanium:*
927,2.3,o,microsoft,windows_server_2003,-,-,,,datacenter,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:datacenter:*:x64:*
928,2.3,o,microsoft,windows_server_2003,-,-,,,datacenter,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:datacenter:*:x86:*
929,2.3,o,microsoft,windows_server_2003,-,-,,,enterprise,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:enterprise:*:itanium:*
930,2.3,o,microsoft,windows_server_2003,-,-,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:enterprise:*:x64:*
931,2.3,o,microsoft,windows_server_2003,-,-,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:enterprise:*:x86:*
932,2.3,o,microsoft,windows_server_2003,-,-,,,standard,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:standard:*:itanium:*
933,2.3,o,microsoft,windows_server_2003,-,-,,,standard,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:standard:*:x64:*
934,2.3,o,microsoft,windows_server_2003,-,-,,,standard,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:standard:*:x86:*
935,2.3,o,microsoft,windows_server_2003,-,-,,,storage,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:storage:*:itanium:*
936,2.3,o,microsoft,windows_server_2003,-,-,,,storage,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:storage:*:x64:*
937,2.3,o,microsoft,windows_server_2003,-,-,,,storage,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:-:*:*:storage:*:x86:*
938,2.3,o,microsoft,windows_server_2003,-,r2,,,,,,,cpe:2.3:o:microsoft:windows_server_2003:-:r2:*:*:*:*:*:*
939,2.3,o,microsoft,windows_server_2003,-,sp1,,,,,,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:*:*:*:*
940,2.3,o,microsoft,windows_server_2003,-,sp1,,,,,-,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:*:*:-:*
941,2.3,o,microsoft,windows_server_2003,-,sp1,,,,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:*:*:itanium:*
942,2.3,o,microsoft,windows_server_2003,-,sp1,,,-,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:-:*:itanium:*
943,2.3,o,microsoft,windows_server_2003,-,sp1,,,compute_cluster,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:compute_cluster:*:itanium:*
944,2.3,o,microsoft,windows_server_2003,-,sp1,,,compute_cluster,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:compute_cluster:*:x64:*
945,2.3,o,microsoft,windows_server_2003,-,sp1,,,compute_cluster,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:compute_cluster:*:x86:*
946,2.3,o,microsoft,windows_server_2003,-,sp1,,,datacenter,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:datacenter:*:itanium:*
947,2.3,o,microsoft,windows_server_2003,-,sp1,,,datacenter,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:datacenter:*:x64:*
948,2.3,o,microsoft,windows_server_2003,-,sp1,,,datacenter,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:datacenter:*:x86:*
949,2.3,o,microsoft,windows_server_2003,-,sp1,,,enterprise,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:enterprise:*:itanium:*
950,2.3,o,microsoft,windows_server_2003,-,sp1,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:enterprise:*:x64:*
951,2.3,o,microsoft,windows_server_2003,-,sp1,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:enterprise:*:x86:*
952,2.3,o,microsoft,windows_server_2003,-,sp1,,,standard,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:standard:*:itanium:*
953,2.3,o,microsoft,windows_server_2003,-,sp1,,,standard,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:standard:*:x64:*
954,2.3,o,microsoft,windows_server_2003,-,sp1,,,standard,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:standard:*:x86:*
955,2.3,o,microsoft,windows_server_2003,-,sp1,,,storage,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:storage:*:itanium:*
956,2.3,o,microsoft,windows_server_2003,-,sp1,,,storage,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:storage:*:x64:*
957,2.3,o,microsoft,windows_server_2003,-,sp1,,,storage,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp1:*:*:storage:*:x86:*
958,2.3,o,microsoft,windows_server_2003,-,sp2,,,,,,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:*:*:*:*
959,2.3,o,microsoft,windows_server_2003,-,sp2,,,,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:*:*:itanium:*
960,2.3,o,microsoft,windows_server_2003,-,sp2,,,,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:*:*:x64:*
961,2.3,o,microsoft,windows_server_2003,-,sp2,,,compute_cluster,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:compute_cluster:*:itanium:*
962,2.3,o,microsoft,windows_server_2003,-,sp2,,,compute_cluster,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:compute_cluster:*:x64:*
963,2.3,o,microsoft,windows_server_2003,-,sp2,,,compute_cluster,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:compute_cluster:*:x86:*
964,2.3,o,microsoft,windows_server_2003,-,sp2,,,datacenter,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:datacenter:*:itanium:*
965,2.3,o,microsoft,windows_server_2003,-,sp2,,,datacenter,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:datacenter:*:x64:*
966,2.3,o,microsoft,windows_server_2003,-,sp2,,,datacenter,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:datacenter:*:x86:*
967,2.3,o,microsoft,windows_server_2003,-,sp2,,,enterprise,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:enterprise:*:itanium:*
968,2.3,o,microsoft,windows_server_2003,-,sp2,,,enterprise,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:enterprise:*:x64:*
969,2.3,o,microsoft,windows_server_2003,-,sp2,,,enterprise,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:enterprise:*:x86:*
970,2.3,o,microsoft,windows_server_2003,-,sp2,,,standard,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:standard:*:itanium:*
971,2.3,o,microsoft,windows_server_2003,-,sp2,,,standard,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:standard:*:x64:*
972,2.3,o,microsoft,windows_server_2003,-,sp2,,,standard,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:standard:*:x86:*
973,2.3,o,microsoft,windows_server_2003,-,sp2,,,storage,,itanium,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:storage:*:itanium:*
974,2.3,o,microsoft,windows_server_2003,-,sp2,,,storage,,x64,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:storage:*:x64:*
975,2.3,o,microsoft,windows_server_2003,-,sp2,,,storage,,x86,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:*:*:storage:*:x86:*
976,2.3,o,microsoft,windows_server_2003,-,sp2,itanium,,,,,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:itanium:*:*:*:*:*
977,2.3,o,microsoft,windows_server_2003,-,sp2,x64,,,,,,cpe:2.3:o:microsoft:windows_server_2003:-:sp2:x64:*:*:*:*:*
978,2.3,a,microsoft,outlook,2002,sp2,,,,,,,cpe:2.3:a:microsoft:outlook:2002:sp2:*:*:*:*:*:*
979,2.3,a,microsoft,office,xp,sp2,,,,,,,cpe:2.3:a:microsoft:office:xp:sp2:*:*:*:*:*:*
980,2.3,a,microsoft,msn_messenger,6.0,,,,,,,,cpe:2.3:a:microsoft:msn_messenger:6.0:*:*:*:*:*:*:*
981,2.3,a,microsoft,msn_messenger,6.1,,,,,,,,cpe:2.3:a:microsoft:msn_messenger:6.1:*:*:*:*:*:*:*
982,2.3,o,microsoft,windows_98se,-,,,,,,,,cpe:2.3:o:microsoft:windows_98se:-:*:*:*:*:*:*:*
4727,2.3,a,gnu,cvs,1.12.6,,,,,,,,cpe:2.3:a:gnu:cvs:1.12.6:*:*:*:*:*:*:*
983,2.3,o,freebsd,freebsd,4.9,releng,,,,,,,cpe:2.3:o:freebsd:freebsd:4.9:releng:*:*:*:*:*:*
984,2.3,o,freebsd,freebsd,4.10,,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:*:*:*:*:*:*:*
985,2.3,o,freebsd,freebsd,4.10,-,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:-:*:*:*:*:*:*
986,2.3,o,freebsd,freebsd,4.10,p10,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p10:*:*:*:*:*:*
987,2.3,o,freebsd,freebsd,4.10,p11,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p11:*:*:*:*:*:*
988,2.3,o,freebsd,freebsd,4.10,p13,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p13:*:*:*:*:*:*
989,2.3,o,freebsd,freebsd,4.10,p14,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p14:*:*:*:*:*:*
990,2.3,o,freebsd,freebsd,4.10,p15,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p15:*:*:*:*:*:*
991,2.3,o,freebsd,freebsd,4.10,p16,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p16:*:*:*:*:*:*
992,2.3,o,freebsd,freebsd,4.10,p18,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p18:*:*:*:*:*:*
993,2.3,o,freebsd,freebsd,4.10,p19,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p19:*:*:*:*:*:*
994,2.3,o,freebsd,freebsd,4.10,p2,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p2:*:*:*:*:*:*
995,2.3,o,freebsd,freebsd,4.10,p20,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p20:*:*:*:*:*:*
996,2.3,o,freebsd,freebsd,4.10,p21,,,,,,,cpe:2.3:o:freebsd:freebsd:4.10:p21:*:*:*:*:*:*
