cpe_id_pk,cpe_version,part,vendor,product,version,update,edition,sw_edition,target_sw,target_hw,language,other,initial_cpe
390,2.3,a,paul_l_daniels,ripmime,1.2.6,,,,,,,,cpe:2.3:a:paul_l_daniels:ripmime:1.2.6:*:*:*:*:*:*:*
391,2.3,a,paul_l_daniels,ripmime,1.3.2.3,,,,,,,,cpe:2.3:a:paul_l_daniels:ripmime:1.3.2.3:*:*:*:*:*:*:*
392,2.3,a,clearswift,mailsweeper,4.3.15,,,,,,,,cpe:2.3:a:clearswift:mailsweeper:4.3.15:*:*:*:*:*:*:*
393,2.3,a,f-secure,internet_gatekeeper,6.4,,,,,,,,cpe:2.3:a:f-secure:internet_gatekeeper:6.4:*:*:*:*:*:*:*
394,2.3,a,paul_l_daniels,ripmime,1.2.5,,,,,,,,cpe:2.3:a:paul_l_daniels:ripmime:1.2.5:*:*:*:*:*:*:*
395,2.3,a,clearswift,mailsweeper,4.3.11,,,,,,,,cpe:2.3:a:clearswift:mailsweeper:4.3.11:*:*:*:*:*:*:*
396,2.3,a,paul_l_daniels,ripmime,1.3.2.0,,,,,,,,cpe:2.3:a:paul_l_daniels:ripmime:1.3.2.0:*:*:*:*:*:*:*
397,2.3,a,clearswift,mailsweeper,4.3.13,,,,,,,,cpe:2.3:a:clearswift:mailsweeper:4.3.13:*:*:*:*:*:*:*
398,2.3,a,paul_l_daniels,ripmime,1.2.1,,,,,,,,cpe:2.3:a:paul_l_daniels:ripmime:1.2.1:*:*:*:*:*:*:*
399,2.3,a,f-secure,internet_gatekeeper,6.31,,,,,,,,cpe:2.3:a:f-secure:internet_gatekeeper:6.31:*:*:*:*:*:*:*
400,2.3,a,paul_l_daniels,ripmime,1.2.4,,,,,,,,cpe:2.3:a:paul_l_daniels:ripmime:1.2.4:*:*:*:*:*:*:*
401,2.3,a,clearswift,mailsweeper,4.3.14,,,,,,,,cpe:2.3:a:clearswift:mailsweeper:4.3.14:*:*:*:*:*:*:*
402,2.3,a,paul_l_daniels,ripmime,1.2.7,,,,,,,,cpe:2.3:a:paul_l_daniels:ripmime:1.2.7:*:*:*:*:*:*:*
403,2.3,a,clearswift,mailsweeper,4.3.8,,,,,,,,cpe:2.3:a:clearswift:mailsweeper:4.3.8:*:*:*:*:*:*:*
404,2.3,a,clearswift,mailsweeper,4.3.10,,,,,,,,cpe:2.3:a:clearswift:mailsweeper:4.3.10:*:*:*:*:*:*:*
405,2.3,o,cisco,ios,12.1e,,,,,,,,cpe:2.3:o:cisco:ios:12.1e:*:*:*:*:*:*:*
406,2.3,o,cisco,ios,12.1t,,,,,,,,cpe:2.3:o:cisco:ios:12.1t:*:*:*:*:*:*:*
407,2.3,o,cisco,ios,12.2t,,,,,,,,cpe:2.3:o:cisco:ios:12.2t:*:*:*:*:*:*:*
408,2.3,o,cisco,ios,12.0t,,,,,,,,cpe:2.3:o:cisco:ios:12.0t:*:*:*:*:*:*:*
409,2.3,o,cisco,ios,12.1,,,,,,,,cpe:2.3:o:cisco:ios:12.1:*:*:*:*:*:*:*
410,2.3,o,cisco,ios,11.3t,,,,,,,,cpe:2.3:o:cisco:ios:11.3t:*:*:*:*:*:*:*
411,2.3,o,cisco,ios,12.0s,,,,,,,,cpe:2.3:o:cisco:ios:12.0s:*:*:*:*:*:*:*
412,2.3,o,cisco,ios,12.2,,,,,,,,cpe:2.3:o:cisco:ios:12.2:*:*:*:*:*:*:*
413,2.3,o,cisco,ios,12.0,,,,,,,,cpe:2.3:o:cisco:ios:12.0:*:*:*:*:*:*:*
414,2.3,o,cisco,ios,12.2s,,,,,,,,cpe:2.3:o:cisco:ios:12.2s:*:*:*:*:*:*:*
415,2.3,a,lbl,tcpdump,3.7.1,,,,,,,,cpe:2.3:a:lbl:tcpdump:3.7.1:*:*:*:*:*:*:*
416,2.3,a,lbl,tcpdump,3.5.2,,,,,,,,cpe:2.3:a:lbl:tcpdump:3.5.2:*:*:*:*:*:*:*
417,2.3,a,lbl,tcpdump,3.7,,,,,,,,cpe:2.3:a:lbl:tcpdump:3.7:*:*:*:*:*:*:*
418,2.3,a,lbl,tcpdump,3.6.2,,,,,,,,cpe:2.3:a:lbl:tcpdump:3.6.2:*:*:*:*:*:*:*
419,2.3,h,nortel,succession_communication_server_1000,-,,,,,,,,cpe:2.3:h:nortel:succession_communication_server_1000:-:*:*:*:*:*:*:*
420,2.3,a,nortel,business_communications_manager,-,,,,,,,,cpe:2.3:a:nortel:business_communications_manager:-:*:*:*:*:*:*:*
421,2.3,h,nortel,802.11_wireless_ip_gateway,-,,,,,,,,cpe:2.3:h:nortel:802.11_wireless_ip_gateway:-:*:*:*:*:*:*:*
422,2.3,a,lbl,tcpdump,,,,,,,,,cpe:2.3:a:lbl:tcpdump:*:*:*:*:*:*:*:*
423,2.3,a,lionmax_software,www_file_share_pro,,,,,,,,,cpe:2.3:a:lionmax_software:www_file_share_pro:*:*:*:*:*:*:*:*
424,2.3,a,fishnet,fishcart,,,,,,,,,cpe:2.3:a:fishnet:fishcart:*:*:*:*:*:*:*:*
425,2.3,a,ncipher,payshield_spp_library,1.5.18,,,,,,,,cpe:2.3:a:ncipher:payshield_spp_library:1.5.18:*:*:*:*:*:*:*
426,2.3,a,ncipher,payshield_spp_library,1.6.18,,,,,,,,cpe:2.3:a:ncipher:payshield_spp_library:1.6.18:*:*:*:*:*:*:*
427,2.3,a,ncipher,payshield_spp_library,1.3.12,,,,,,,,cpe:2.3:a:ncipher:payshield_spp_library:1.3.12:*:*:*:*:*:*:*
428,2.3,o,suse,suse_linux,9.0,,,,,,,,cpe:2.3:o:suse:suse_linux:9.0:*:*:*:*:*:*:*
429,2.3,o,suse,suse_linux,9.0,,enterprise_server,,,,,,cpe:2.3:o:suse:suse_linux:9.0:*:enterprise_server:*:*:*:*:*
430,2.3,a,phpdig.net,phpdig,,,,,,,,,cpe:2.3:a:phpdig.net:phpdig:*:*:*:*:*:*:*:*
431,2.3,a,hd_soft,windows_ftp_server,,,,,,,,,cpe:2.3:a:hd_soft:windows_ftp_server:*:*:*:*:*:*:*:*
432,2.3,a,visualshapers,ezcontents,,,,,,,,,cpe:2.3:a:visualshapers:ezcontents:*:*:*:*:*:*:*:*
433,2.3,a,accipiter,accipiter_direct_server,6.0,,,,,,,,cpe:2.3:a:accipiter:accipiter_direct_server:6.0:*:*:*:*:*:*:*
434,2.3,a,stoitsov,easydynamicpages,2.0,,,,,,,,cpe:2.3:a:stoitsov:easydynamicpages:2.0:*:*:*:*:*:*:*
435,2.3,a,michael_bischoff,xsok,1.02,,,,,,,,cpe:2.3:a:michael_bischoff:xsok:1.02:*:*:*:*:*:*:*
436,2.3,o,linux,linux_kernel,2.4.23_ow2,,,,,,,,cpe:2.3:o:linux:linux_kernel:2.4.23_ow2:*:*:*:*:*:*:*
437,2.3,o,linux,linux_kernel,2.4.24_ow1,,,,,,,,cpe:2.3:o:linux:linux_kernel:2.4.24_ow1:*:*:*:*:*:*:*
438,2.3,a,redhat,kernel_doc,2.4.20-8,,i386,,,,,,cpe:2.3:a:redhat:kernel_doc:2.4.20-8:*:i386:*:*:*:*:*
439,2.3,a,redhat,kernel,2.4.20-8,,athlon_smp,,,,,,cpe:2.3:a:redhat:kernel:2.4.20-8:*:athlon_smp:*:*:*:*:*
440,2.3,a,redhat,bigmem_kernel,2.4.20-8,,i686,,,,,,cpe:2.3:a:redhat:bigmem_kernel:2.4.20-8:*:i686:*:*:*:*:*
441,2.3,a,redhat,kernel,2.4.20-8,,i686_smp,,,,,,cpe:2.3:a:redhat:kernel:2.4.20-8:*:i686_smp:*:*:*:*:*
442,2.3,a,redhat,kernel,2.4.20-8,,i386,,,,,,cpe:2.3:a:redhat:kernel:2.4.20-8:*:i386:*:*:*:*:*
443,2.3,a,mutt,mutt,1.3.12.1,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.12.1:*:*:*:*:*:*:*
444,2.3,a,mutt,mutt,1.2.5.5,,,,,,,,cpe:2.3:a:mutt:mutt:1.2.5.5:*:*:*:*:*:*:*
445,2.3,a,mutt,mutt,1.3.27,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.27:*:*:*:*:*:*:*
446,2.3,a,mutt,mutt,1.3.16,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.16:*:*:*:*:*:*:*
447,2.3,a,mutt,mutt,1.2.5,,,,,,,,cpe:2.3:a:mutt:mutt:1.2.5:*:*:*:*:*:*:*
448,2.3,a,mutt,mutt,1.3.25,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.25:*:*:*:*:*:*:*
449,2.3,a,mutt,mutt,1.4.1,,,,,,,,cpe:2.3:a:mutt:mutt:1.4.1:*:*:*:*:*:*:*
450,2.3,a,mutt,mutt,1.3.22,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.22:*:*:*:*:*:*:*
451,2.3,a,mutt,mutt,1.2.5.12,,,,,,,,cpe:2.3:a:mutt:mutt:1.2.5.12:*:*:*:*:*:*:*
452,2.3,a,mutt,mutt,1.2.5.1,,,,,,,,cpe:2.3:a:mutt:mutt:1.2.5.1:*:*:*:*:*:*:*
453,2.3,a,mutt,mutt,1.2.5.4,,,,,,,,cpe:2.3:a:mutt:mutt:1.2.5.4:*:*:*:*:*:*:*
454,2.3,a,mutt,mutt,1.3.28,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.28:*:*:*:*:*:*:*
455,2.3,a,mutt,mutt,1.3.24,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.24:*:*:*:*:*:*:*
456,2.3,a,mutt,mutt,1.4.0,,,,,,,,cpe:2.3:a:mutt:mutt:1.4.0:*:*:*:*:*:*:*
457,2.3,a,mutt,mutt,1.2.1,,,,,,,,cpe:2.3:a:mutt:mutt:1.2.1:*:*:*:*:*:*:*
458,2.3,a,mutt,mutt,1.3.17,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.17:*:*:*:*:*:*:*
459,2.3,a,mutt,mutt,1.2.5.12_ol,,,,,,,,cpe:2.3:a:mutt:mutt:1.2.5.12_ol:*:*:*:*:*:*:*
460,2.3,a,mutt,mutt,1.3.12,,,,,,,,cpe:2.3:a:mutt:mutt:1.3.12:*:*:*:*:*:*:*
461,2.3,h,cisco,firewall_services_module,3.2,,,,,,,,cpe:2.3:h:cisco:firewall_services_module:3.2:*:*:*:*:*:*:*
462,2.3,h,cisco,firewall_services_module,3.2\(1\),,,,,,,,cpe:2.3:h:cisco:firewall_services_module:3.2\(1\):*:*:*:*:*:*:*
463,2.3,h,cisco,firewall_services_module,3.2\(2\),,,,,,,,cpe:2.3:h:cisco:firewall_services_module:3.2\(2\):*:*:*:*:*:*:*
4725,2.3,a,gnu,cvs,1.12.3,,,,,,,,cpe:2.3:a:gnu:cvs:1.12.3:*:*:*:*:*:*:*
464,2.3,h,symantec,clientless_vpn_gateway_4400,5.0,,,,,,,,cpe:2.3:h:symantec:clientless_vpn_gateway_4400:5.0:*:*:*:*:*:*:*
465,2.3,h,hp,apache-based_web_server,2.0.43.00,,,,,,,,cpe:2.3:h:hp:apache-based_web_server:2.0.43.00:*:*:*:*:*:*:*
466,2.3,h,cisco,firewall_services_module,1.1.3,,,,,,,,cpe:2.3:h:cisco:firewall_services_module:1.1.3:*:*:*:*:*:*:*
467,2.3,h,cisco,firewall_services_module,1.1.2,,,,,,,,cpe:2.3:h:cisco:firewall_services_module:1.1.2:*:*:*:*:*:*:*
468,2.3,h,hp,aaa_server,-,,,,,,,,cpe:2.3:h:hp:aaa_server:-:*:*:*:*:*:*:*
469,2.3,h,cisco,firewall_services_module,1.1_\(3.005\),,,,,,,,cpe:2.3:h:cisco:firewall_services_module:1.1_\(3.005\):*:*:*:*:*:*:*
470,2.3,h,hp,apache-based_web_server,2.0.43.04,,,,,,,,cpe:2.3:h:hp:apache-based_web_server:2.0.43.04:*:*:*:*:*:*:*
471,2.3,h,cisco,firewall_services_module,2.1_\(0.208\),,,,,,,,cpe:2.3:h:cisco:firewall_services_module:2.1_\(0.208\):*:*:*:*:*:*:*
472,2.3,h,avaya,sg203,4.4,,,,,,,,cpe:2.3:h:avaya:sg203:4.4:*:*:*:*:*:*:*
473,2.3,o,hp,hp-ux,11.11,,,,,,,,cpe:2.3:o:hp:hp-ux:11.11:*:*:*:*:*:*:*
474,2.3,o,redhat,enterprise_linux_desktop,3.0,,,,,,,,cpe:2.3:o:redhat:enterprise_linux_desktop:3.0:*:*:*:*:*:*:*
475,2.3,o,hp,hp-ux,11.23,,,,,,,,cpe:2.3:o:hp:hp-ux:11.23:*:*:*:*:*:*:*
476,2.3,a,cisco,ciscoworks_common_management_foundation,2.1,,,,,,,,cpe:2.3:a:cisco:ciscoworks_common_management_foundation:2.1:*:*:*:*:*:*:*
477,2.3,h,avaya,sg208,4.4,,,,,,,,cpe:2.3:h:avaya:sg208:4.4:*:*:*:*:*:*:*
478,2.3,o,redhat,enterprise_linux,3.0,,workstation_server,,,,,,cpe:2.3:o:redhat:enterprise_linux:3.0:*:workstation_server:*:*:*:*:*
479,2.3,h,avaya,sg200,4.4,,,,,,,,cpe:2.3:h:avaya:sg200:4.4:*:*:*:*:*:*:*
480,2.3,h,avaya,sg5,4.4,,,,,,,,cpe:2.3:h:avaya:sg5:4.4:*:*:*:*:*:*:*
481,2.3,o,redhat,linux,7.2,,,,,,,,cpe:2.3:o:redhat:linux:7.2:*:*:*:*:*:*:*
482,2.3,a,cisco,ciscoworks_common_services,2.2,,,,,,,,cpe:2.3:a:cisco:ciscoworks_common_services:2.2:*:*:*:*:*:*:*
483,2.3,o,openbsd,openbsd,3.3,,,,,,,,cpe:2.3:o:openbsd:openbsd:3.3:*:*:*:*:*:*:*
484,2.3,o,apple,mac_os_x_server,10.3.3,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.3.3:*:*:*:*:*:*:*
485,2.3,o,freebsd,freebsd,5.1,release,,,,,,,cpe:2.3:o:freebsd:freebsd:5.1:release:*:*:*:*:*:*
486,2.3,o,redhat,linux,8.0,,,,,,,,cpe:2.3:o:redhat:linux:8.0:*:*:*:*:*:*:*
487,2.3,o,redhat,linux,7.3,,,,,,,,cpe:2.3:o:redhat:linux:7.3:*:*:*:*:*:*:*
488,2.3,h,avaya,converged_communications_server,2.0,,,,,,,,cpe:2.3:h:avaya:converged_communications_server:2.0:*:*:*:*:*:*:*
489,2.3,o,sco,openserver,5.0.7,,,,,,,,cpe:2.3:o:sco:openserver:5.0.7:*:*:*:*:*:*:*
490,2.3,o,hp,hp-ux,11.00,,,,,,,,cpe:2.3:o:hp:hp-ux:11.00:*:*:*:*:*:*:*
491,2.3,h,avaya,sg5,4.2,,,,,,,,cpe:2.3:h:avaya:sg5:4.2:*:*:*:*:*:*:*
492,2.3,h,avaya,sg208,-,,,,,,,,cpe:2.3:h:avaya:sg208:-:*:*:*:*:*:*:*
493,2.3,h,avaya,sg200,4.31.29,,,,,,,,cpe:2.3:h:avaya:sg200:4.31.29:*:*:*:*:*:*:*
494,2.3,o,redhat,enterprise_linux,3.0,,enterprise_server,,,,,,cpe:2.3:o:redhat:enterprise_linux:3.0:*:enterprise_server:*:*:*:*:*
495,2.3,h,avaya,sg203,4.31.29,,,,,,,,cpe:2.3:h:avaya:sg203:4.31.29:*:*:*:*:*:*:*
496,2.3,o,hp,hp-ux,8.05,,,,,,,,cpe:2.3:o:hp:hp-ux:8.05:*:*:*:*:*:*:*
497,2.3,o,apple,mac_os_x,10.3.3,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.3.3:*:*:*:*:*:*:*
498,2.3,o,freebsd,freebsd,5.2.1,release,,,,,,,cpe:2.3:o:freebsd:freebsd:5.2.1:release:*:*:*:*:*:*
499,2.3,o,sco,openserver,5.0.6,,,,,,,,cpe:2.3:o:sco:openserver:5.0.6:*:*:*:*:*:*:*
500,2.3,h,avaya,sg5,4.3,,,,,,,,cpe:2.3:h:avaya:sg5:4.3:*:*:*:*:*:*:*
501,2.3,o,openbsd,openbsd,3.4,,,,,,,,cpe:2.3:o:openbsd:openbsd:3.4:*:*:*:*:*:*:*
502,2.3,o,redhat,enterprise_linux,3.0,,advanced_server,,,,,,cpe:2.3:o:redhat:enterprise_linux:3.0:*:advanced_server:*:*:*:*:*
503,2.3,a,andries_brouwer,util-linux,,,,,,,,,cpe:2.3:a:andries_brouwer:util-linux:*:*:*:*:*:*:*:*
504,2.3,a,samba,samba,3.0.0,,,,,,,,cpe:2.3:a:samba:samba:3.0.0:*:*:*:*:*:*:*
505,2.3,a,samba,samba,3.0.1,,,,,,,,cpe:2.3:a:samba:samba:3.0.1:*:*:*:*:*:*:*
506,2.3,a,xfree86_project,x11r6,4.1.0,,,,,,,,cpe:2.3:a:xfree86_project:x11r6:4.1.0:*:*:*:*:*:*:*
507,2.3,a,xfree86_project,x11r6,4.3.0,,,,,,,,cpe:2.3:a:xfree86_project:x11r6:4.3.0:*:*:*:*:*:*:*
508,2.3,a,xfree86_project,x11r6,4.2.1,,,,,,,,cpe:2.3:a:xfree86_project:x11r6:4.2.1:*:*:*:*:*:*:*
509,2.3,a,xfree86_project,x11r6,4.2.0,,,,,,,,cpe:2.3:a:xfree86_project:x11r6:4.2.0:*:*:*:*:*:*:*
510,2.3,a,xfree86_project,x11r6,4.1.12,,,,,,,,cpe:2.3:a:xfree86_project:x11r6:4.1.12:*:*:*:*:*:*:*
511,2.3,a,xfree86_project,x11r6,4.2.1,,errata,,,,,,cpe:2.3:a:xfree86_project:x11r6:4.2.1:*:errata:*:*:*:*:*
512,2.3,a,xfree86_project,x11r6,4.1.11,,,,,,,,cpe:2.3:a:xfree86_project:x11r6:4.1.11:*:*:*:*:*:*:*
513,2.3,o,apple,mac_os_x,10.2.8,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.8:*:*:*:*:*:*:*
514,2.3,o,apple,mac_os_x,10.1.5,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.1.5:*:*:*:*:*:*:*
515,2.3,o,apple,mac_os_x,10.3.2,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.3.2:*:*:*:*:*:*:*
516,2.3,o,apple,mac_os_x,10.3.9,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.3.9:*:*:*:*:*:*:*
517,2.3,o,apple,mac_os_x_server,10.3.2,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.3.2:*:*:*:*:*:*:*
518,2.3,o,apple,mac_os_x_server,10.1.5,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.1.5:*:*:*:*:*:*:*
519,2.3,o,apple,mac_os_x,10.2.5,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.5:*:*:*:*:*:*:*
520,2.3,o,apple,mac_os_x_server,10.2.2,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.2:*:*:*:*:*:*:*
521,2.3,o,apple,mac_os_x,10.2.7,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.7:*:*:*:*:*:*:*
522,2.3,o,apple,mac_os_x_server,10.2.4,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.4:*:*:*:*:*:*:*
523,2.3,o,apple,mac_os_x,10.2.1,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.1:*:*:*:*:*:*:*
524,2.3,o,apple,mac_os_x,10.3.1,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.3.1:*:*:*:*:*:*:*
525,2.3,o,apple,mac_os_x_server,10.2.7,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.7:*:*:*:*:*:*:*
526,2.3,o,apple,mac_os_x_server,10.2.3,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.3:*:*:*:*:*:*:*
527,2.3,o,apple,mac_os_x,10.2.4,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.4:*:*:*:*:*:*:*
4726,2.3,a,gnu,cvs,1.12.5,,,,,,,,cpe:2.3:a:gnu:cvs:1.12.5:*:*:*:*:*:*:*
528,2.3,o,apple,mac_os_x,10.2.2,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.2:*:*:*:*:*:*:*
529,2.3,o,apple,mac_os_x_server,10.2.5,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.5:*:*:*:*:*:*:*
530,2.3,o,apple,mac_os_x_server,10.3,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.3:*:*:*:*:*:*:*
531,2.3,o,apple,mac_os_x_server,10.2.6,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.6:*:*:*:*:*:*:*
532,2.3,o,apple,mac_os_x_server,10.2,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2:*:*:*:*:*:*:*
533,2.3,o,apple,mac_os_x_server,10.2.1,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.1:*:*:*:*:*:*:*
534,2.3,o,apple,mac_os_x_server,10.3.1,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.3.1:*:*:*:*:*:*:*
535,2.3,o,apple,mac_os_x,10.2.6,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.6:*:*:*:*:*:*:*
536,2.3,o,apple,mac_os_x,10.2.3,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2.3:*:*:*:*:*:*:*
537,2.3,o,apple,mac_os_x_server,10.2.8,,,,,,,,cpe:2.3:o:apple:mac_os_x_server:10.2.8:*:*:*:*:*:*:*
538,2.3,o,apple,mac_os_x,10.2,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.2:*:*:*:*:*:*:*
539,2.3,o,apple,mac_os_x,10.3,,,,,,,,cpe:2.3:o:apple:mac_os_x:10.3:*:*:*:*:*:*:*
540,2.3,a,jelsoft,vbulletin,3.0_beta_2,,,,,,,,cpe:2.3:a:jelsoft:vbulletin:3.0_beta_2:*:*:*:*:*:*:*
541,2.3,a,mcafee,epolicy_orchestrator,3.6.0,,,,,,,,cpe:2.3:a:mcafee:epolicy_orchestrator:3.6.0:*:*:*:*:*:*:*
542,2.3,a,apache,mod_python,2.7.9,,,,,,,,cpe:2.3:a:apache:mod_python:2.7.9:*:*:*:*:*:*:*
543,2.3,a,openh323_project,pwlib,,,,,,,,,cpe:2.3:a:openh323_project:pwlib:*:*:*:*:*:*:*:*
544,2.3,a,linley_henzell,crawl,,,,,,,,,cpe:2.3:a:linley_henzell:crawl:*:*:*:*:*:*:*:*
545,2.3,a,sgi,propack,2.3,,,,,,,,cpe:2.3:a:sgi:propack:2.3:*:*:*:*:*:*:*
546,2.3,a,metamail_corporation,metamail,,,,,,,,,cpe:2.3:a:metamail_corporation:metamail:*:*:*:*:*:*:*:*
547,2.3,a,sgi,propack,2.4,,,,,,,,cpe:2.3:a:sgi:propack:2.4:*:*:*:*:*:*:*
548,2.3,o,redhat,enterprise_linux,2.1,,enterprise_server,,,,,,cpe:2.3:o:redhat:enterprise_linux:2.1:*:enterprise_server:*:*:*:*:*
549,2.3,o,redhat,enterprise_linux,2.1,,advanced_server,,,,,,cpe:2.3:o:redhat:enterprise_linux:2.1:*:advanced_server:*:*:*:*:*
550,2.3,o,redhat,linux_advanced_workstation,2.1,,itanium_processor,,,,,,cpe:2.3:o:redhat:linux_advanced_workstation:2.1:*:itanium_processor:*:*:*:*:*
