package,version,architecture
linux-modules-nvidia-390-5.15.0-1039-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1039-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1039-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1039-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1039-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1040-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1040-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1040-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1040-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1040-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1040-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1041-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1041-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1041-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1041-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1042-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1042-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1042-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1042-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1042-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1043-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1043-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1043-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1044-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1044-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1044-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1044-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1044-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1045-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1045-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1045-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1045-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1045-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1045-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1046-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1046-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1046-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1046-nvidia,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1046-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1047-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1047-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1047-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1047-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1047-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1048-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1048-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1048-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1048-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1049-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1049-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1049-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1049-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1049-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1050-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1050-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1050-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1051-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1051-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1051-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1051-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1052-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1052-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1052-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1052-oracle,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1053-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1053-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1053-gcp,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1054-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1055-aws,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1056-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1057-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-1058-azure,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-24-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-25-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-72-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-72-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-73-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-73-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-75-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-75-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-76-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-76-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-78-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-78-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-79-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-79-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-82-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-82-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-83-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-83-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-84-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-84-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-86-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-86-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-87-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-87-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-88-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-88-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-89-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-89-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-91-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-91-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-92-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-92-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-94-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-94-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-97-generic,5.15.0,amd64
linux-modules-nvidia-390-5.15.0-97-lowlatency,5.15.0,amd64
linux-modules-nvidia-390-5.17.0-1003-oem,5.17.0,amd64
linux-modules-nvidia-390-5.17.0-1031-oem,5.17.0,amd64
linux-modules-nvidia-390-5.17.0-1032-oem,5.17.0,amd64
linux-modules-nvidia-390-5.17.0-1033-oem,5.17.0,amd64
linux-modules-nvidia-390-5.17.0-1034-oem,5.17.0,amd64
linux-modules-nvidia-390-5.17.0-1035-oem,5.17.0,amd64
linux-modules-nvidia-390-5.19.0-1010-nvidia-lowlatency,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1010-nvidia,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1014-nvidia-lowlatency,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1014-nvidia,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1022-gcp,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1022-oracle,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1023-oracle,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1024-aws,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1024-gcp,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1024-lowlatency,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1024-oracle,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1025-aws,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1025-azure,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1025-gcp,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1025-lowlatency,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1025-oracle,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1026-aws,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1026-azure,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1026-gcp,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1026-oracle,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1027-aws,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1027-azure,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1027-gcp,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1027-lowlatency,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1027-oracle,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1028-aws,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1028-lowlatency,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1029-aws,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1030-gcp,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-1030-lowlatency,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-41-generic,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-42-generic,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-43-generic,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-45-generic,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-46-generic,5.19.0,amd64
linux-modules-nvidia-390-5.19.0-50-generic,5.19.0,amd64
linux-modules-nvidia-390-6.2.0-1003-nvidia,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1007-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1007-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1008-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1008-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1008-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1009-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1009-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1009-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1009-nvidia,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1010-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1010-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1010-nvidia,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1011-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1011-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1011-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1011-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1011-nvidia,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1012-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1012-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1012-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1012-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1012-nvidia,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1013-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1013-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1013-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1013-nvidia,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1013-oracle,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1014-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1014-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1014-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1014-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1014-oracle,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1015-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1015-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1015-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1015-nvidia,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1015-oracle,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1016-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1016-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1016-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1016-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1016-oracle,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1017-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1017-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1017-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1017-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1018-aws,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1018-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1018-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1018-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1019-azure,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1019-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-1021-gcp,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-25-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-26-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-31-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-32-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-33-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-34-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-35-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-36-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-37-generic,6.2.0,amd64
linux-modules-nvidia-390-6.2.0-39-generic,6.2.0,amd64
linux-modules-nvidia-390-aws-edge,6.2.0,amd64
linux-modules-nvidia-390-aws-lts-22.04,5.15.0,amd64
linux-modules-nvidia-390-aws,6.2.0,amd64
linux-modules-nvidia-390-azure-edge,6.2.0,amd64
linux-modules-nvidia-390-azure-lts-22.04,5.15.0,amd64
linux-modules-nvidia-390-azure,6.2.0,amd64
linux-modules-nvidia-390-gcp-edge,6.2.0,amd64
linux-modules-nvidia-390-gcp-lts-22.04,5.15.0,amd64
linux-modules-nvidia-390-gcp,6.2.0,amd64
linux-modules-nvidia-390-generic-hwe-20.04-edge,5.15.0,amd64
linux-modules-nvidia-390-generic-hwe-20.04,5.15.0,amd64
linux-modules-nvidia-390-generic-hwe-22.04-edge,6.2.0,amd64
linux-modules-nvidia-390-generic-hwe-22.04,6.2.0,amd64
linux-modules-nvidia-390-generic,5.15.0,amd64
linux-modules-nvidia-390-intel-iotg,5.15.0,amd64
linux-modules-nvidia-390-lowlatency-hwe-20.04-edge,5.15.0,amd64
linux-modules-nvidia-390-lowlatency-hwe-20.04,5.15.0,amd64
linux-modules-nvidia-390-lowlatency-hwe-22.04-edge,6.2.0,amd64
linux-modules-nvidia-390-lowlatency-hwe-22.04,6.2.0,amd64
linux-modules-nvidia-390-lowlatency,6.2.0,amd64
linux-modules-nvidia-390-nvidia-5.19,5.19.0,amd64
linux-modules-nvidia-390-nvidia-6.2,6.2.0,amd64
linux-modules-nvidia-390-nvidia-edge,6.2.0,amd64
linux-modules-nvidia-390-nvidia-hwe-22.04-edge,6.2.0,amd64
linux-modules-nvidia-390-nvidia-hwe-22.04,6.2.0,amd64
linux-modules-nvidia-390-nvidia-lowlatency-5.19,5.19.0,amd64
linux-modules-nvidia-390-nvidia-lowlatency-edge,5.19.0,amd64
linux-modules-nvidia-390-nvidia,5.15.0,amd64
linux-modules-nvidia-390-oem-22.04,5.17.0,amd64
linux-modules-nvidia-390-oem-22.04a,6.1.0,amd64
linux-modules-nvidia-390-oem-22.04b,6.1.0,amd64
linux-modules-nvidia-390-oracle-edge,6.2.0,amd64
linux-modules-nvidia-390-oracle-lts-22.04,5.15.0,amd64
linux-modules-nvidia-390-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1002-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1003-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1003-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1004-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1004-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1025-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1026-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1027-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1028-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1028-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1029-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1030-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1030-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1031-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1031-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1032-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1033-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1033-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1034-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1034-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1035-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1035-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1035-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1035-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1036-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1036-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1036-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1036-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1037-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1037-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1037-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1037-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1037-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1037-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1038-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1038-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1038-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1038-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1038-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1039-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1039-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1039-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1039-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1039-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1039-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1040-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1040-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1040-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1040-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1040-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1040-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1041-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1041-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1041-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1041-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1042-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1042-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1042-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1042-nvidia,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1042-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1043-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1043-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1044-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1044-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1044-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1044-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1045-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1045-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1045-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1045-intel-iotg,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1045-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1046-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1046-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1046-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1047-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1047-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1047-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1047-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1048-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1048-gcp,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1048-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1049-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1049-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1049-oracle,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1050-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1050-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1051-aws,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1051-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1052-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-1053-azure,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-24-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-25-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-72-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-72-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-73-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-73-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-75-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-75-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-76-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-76-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-78-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-78-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-79-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-79-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-82-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-82-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-83-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-83-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-84-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-84-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-86-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-86-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-87-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-87-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-88-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-88-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-89-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-89-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-91-generic,5.15.0,amd64
linux-modules-nvidia-418-server-5.15.0-91-lowlatency,5.15.0,amd64
linux-modules-nvidia-418-server-5.17.0-1003-oem,5.17.0,amd64
linux-modules-nvidia-418-server-5.17.0-1031-oem,5.17.0,amd64
linux-modules-nvidia-418-server-5.17.0-1032-oem,5.17.0,amd64
linux-modules-nvidia-418-server-5.17.0-1033-oem,5.17.0,amd64
linux-modules-nvidia-418-server-5.17.0-1034-oem,5.17.0,amd64
linux-modules-nvidia-418-server-5.17.0-1035-oem,5.17.0,amd64
linux-modules-nvidia-418-server-5.19.0-1022-gcp,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1022-oracle,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1023-oracle,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1024-gcp,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1024-oracle,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1025-gcp,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1025-oracle,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1026-gcp,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1026-oracle,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1027-gcp,5.19.0,amd64
linux-modules-nvidia-418-server-5.19.0-1027-oracle,5.19.0,amd64
